23:10:19.937 [XNIO-1 task-1]  v-CwHm1PQvmHEuXa-uXWTw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/9839f140-fbdf-42c1-a11f-3397c148ea80, base path is set to: null
23:10:21.398 [XNIO-1 task-1]  SWBXDmIKRmu-IRcYMVWeGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.398 [XNIO-1 task-1]  SWBXDmIKRmu-IRcYMVWeGw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.398 [XNIO-1 task-1]  SWBXDmIKRmu-IRcYMVWeGw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.398 [XNIO-1 task-1]  SWBXDmIKRmu-IRcYMVWeGw DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.406 [XNIO-1 task-1]  UWcPw3fETdiF6bx65sOYrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.406 [XNIO-1 task-1]  UWcPw3fETdiF6bx65sOYrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.406 [XNIO-1 task-1]  UWcPw3fETdiF6bx65sOYrQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.406 [XNIO-1 task-1]  UWcPw3fETdiF6bx65sOYrQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215, base path is set to: null
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw DEBUG com.networknt.schema.TypeValidator debug - validate( "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", "a070dd5d-af0a-4cd3-b1d1-b5163aa5f215", refreshToken)
23:10:21.415 [XNIO-1 task-1]  f3bMwts8QveNNY-OUaA8Bw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a070dd5d-af0a-4cd3-b1d1-b5163aa5f215 is not found.","severity":"ERROR"}
23:10:21.424 [XNIO-1 task-1]  o26W1LzjQeeLFmkeELjYTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.425 [XNIO-1 task-1]  o26W1LzjQeeLFmkeELjYTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.425 [XNIO-1 task-1]  o26W1LzjQeeLFmkeELjYTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.425 [XNIO-1 task-1]  o26W1LzjQeeLFmkeELjYTw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.425 [XNIO-1 task-1]  o26W1LzjQeeLFmkeELjYTw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.432 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9
23:10:21.434 [XNIO-1 task-1]  javyA9OsRa2uyVd0O4MHJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.434 [XNIO-1 task-1]  javyA9OsRa2uyVd0O4MHJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.434 [XNIO-1 task-1]  javyA9OsRa2uyVd0O4MHJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.435 [XNIO-1 task-1]  javyA9OsRa2uyVd0O4MHJw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.435 [XNIO-1 task-1]  javyA9OsRa2uyVd0O4MHJw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a070dd5d-af0a-4cd3-b1d1-b5163aa5f215
23:10:21.437 [XNIO-1 task-1]  KnGl1RXcSZuVzP_o6rlSaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.437 [XNIO-1 task-1]  KnGl1RXcSZuVzP_o6rlSaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.439 [XNIO-1 task-1]  KnGl1RXcSZuVzP_o6rlSaQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.439 [XNIO-1 task-1]  KnGl1RXcSZuVzP_o6rlSaQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.439 [XNIO-1 task-1]  KnGl1RXcSZuVzP_o6rlSaQ DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.455 [XNIO-1 task-1]  IMo9od3nQoimdI9cyw7M0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.455 [XNIO-1 task-1]  IMo9od3nQoimdI9cyw7M0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.456 [XNIO-1 task-1]  IMo9od3nQoimdI9cyw7M0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.456 [XNIO-1 task-1]  IMo9od3nQoimdI9cyw7M0Q DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.462 [hz._hzInstance_1_dev.partition-operation.thread-6]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9
23:10:21.470 [XNIO-1 task-1]  diOPjpXKTdGdwB4TA7-NQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.470 [XNIO-1 task-1]  diOPjpXKTdGdwB4TA7-NQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.470 [XNIO-1 task-1]  diOPjpXKTdGdwB4TA7-NQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.470 [XNIO-1 task-1]  diOPjpXKTdGdwB4TA7-NQw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.470 [XNIO-1 task-1]  diOPjpXKTdGdwB4TA7-NQw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 1fd7108c-29b1-46e1-8973-8a102432e6cc
23:10:21.475 [XNIO-1 task-1]  x8R3bijZQ-ioUFS5IMdL2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.476 [XNIO-1 task-1]  x8R3bijZQ-ioUFS5IMdL2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.476 [XNIO-1 task-1]  x8R3bijZQ-ioUFS5IMdL2w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.476 [XNIO-1 task-1]  x8R3bijZQ-ioUFS5IMdL2w DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.476 [XNIO-1 task-1]  x8R3bijZQ-ioUFS5IMdL2w DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.484 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9
23:10:21.484 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.485 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.485 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9
23:10:21.485 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9
23:10:21.486 [XNIO-1 task-1]  0zGvNv4vQeike5wbUcO8Jw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 760b6ae1-edd7-4abd-a6f5-f34a8c5c7de9 is not found.","severity":"ERROR"}
23:10:21.489 [XNIO-1 task-1]  YiPNQmNmQTSf5KW4aIUrUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.489 [XNIO-1 task-1]  YiPNQmNmQTSf5KW4aIUrUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.489 [XNIO-1 task-1]  YiPNQmNmQTSf5KW4aIUrUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.489 [XNIO-1 task-1]  YiPNQmNmQTSf5KW4aIUrUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.490 [XNIO-1 task-1]  YiPNQmNmQTSf5KW4aIUrUQ DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.499 [XNIO-1 task-1]  8mniNwdHS06ahyqlJlRefA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.500 [XNIO-1 task-1]  8mniNwdHS06ahyqlJlRefA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.500 [XNIO-1 task-1]  8mniNwdHS06ahyqlJlRefA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.500 [XNIO-1 task-1]  8mniNwdHS06ahyqlJlRefA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.500 [XNIO-1 task-1]  8mniNwdHS06ahyqlJlRefA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.504 [XNIO-1 task-1]  y-ldskDQSH23U6nEOgDHLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.504 [XNIO-1 task-1]  y-ldskDQSH23U6nEOgDHLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.505 [XNIO-1 task-1]  y-ldskDQSH23U6nEOgDHLA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token, base path is set to: null
23:10:21.505 [XNIO-1 task-1]  y-ldskDQSH23U6nEOgDHLA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
23:10:21.505 [XNIO-1 task-1]  y-ldskDQSH23U6nEOgDHLA DEBUG c.n.o.t.h.Oauth2RefreshTokenGetHandler handleRequest - userId = % page = 0 pageSize = 10
23:10:21.512 [XNIO-1 task-1]  AtKOgQUhSi-xRxZnQCVsUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.513 [XNIO-1 task-1]  AtKOgQUhSi-xRxZnQCVsUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.513 [XNIO-1 task-1]  AtKOgQUhSi-xRxZnQCVsUA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.516 [XNIO-1 task-1]  AtKOgQUhSi-xRxZnQCVsUA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.525 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.526 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.526 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.526 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.526 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.526 [XNIO-1 task-1]  xdusgUjyQdSg9ugW0viSnQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.528 [XNIO-1 task-1]  gG1PQYT2SHyPOGr3jYZUuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.528 [XNIO-1 task-1]  gG1PQYT2SHyPOGr3jYZUuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.529 [XNIO-1 task-1]  gG1PQYT2SHyPOGr3jYZUuw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.529 [XNIO-1 task-1]  gG1PQYT2SHyPOGr3jYZUuw DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.533 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.533 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.533 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.534 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.534 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.534 [XNIO-1 task-1]  kFFpxHMgQIeSZA5bR6pz-g ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.538 [XNIO-1 task-1]  232TMsNlQWq3YFO1EnBMYw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.538 [XNIO-1 task-1]  232TMsNlQWq3YFO1EnBMYw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.538 [XNIO-1 task-1]  232TMsNlQWq3YFO1EnBMYw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.538 [XNIO-1 task-1]  232TMsNlQWq3YFO1EnBMYw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.538 [XNIO-1 task-1]  232TMsNlQWq3YFO1EnBMYw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = 482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.541 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.542 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.542 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.542 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.542 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.542 [XNIO-1 task-1]  oq1SbLpXTC-LYri7rSwg7Q ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.547 [XNIO-1 task-1]  Hb2Fg-zdTyCBEpTPNo_YkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.547 [XNIO-1 task-1]  Hb2Fg-zdTyCBEpTPNo_YkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.547 [XNIO-1 task-1]  Hb2Fg-zdTyCBEpTPNo_YkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.547 [XNIO-1 task-1]  Hb2Fg-zdTyCBEpTPNo_YkA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.547 [XNIO-1 task-1]  Hb2Fg-zdTyCBEpTPNo_YkA DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = 482215e8-a923-4627-81cd-c33e79fe1187
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.554 [XNIO-1 task-1]  bU-bE9vbROOyFgPp1unBuQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.558 [XNIO-1 task-1]  Y5MQQVorRxy_ipa7cS4j5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.558 [XNIO-1 task-1]  Y5MQQVorRxy_ipa7cS4j5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.558 [XNIO-1 task-1]  Y5MQQVorRxy_ipa7cS4j5g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.558 [XNIO-1 task-1]  Y5MQQVorRxy_ipa7cS4j5g DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/482215e8-a923-4627-81cd-c33e79fe1187, base path is set to: null
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "482215e8-a923-4627-81cd-c33e79fe1187", "482215e8-a923-4627-81cd-c33e79fe1187", refreshToken)
23:10:21.567 [XNIO-1 task-1]  HolgvftwQGeISYjGAZWkjQ ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token 482215e8-a923-4627-81cd-c33e79fe1187 is not found.","severity":"ERROR"}
23:10:21.573 [XNIO-1 task-1]  be5t2oqZS9q3phwN2Zckbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:21.573 [XNIO-1 task-1]  be5t2oqZS9q3phwN2Zckbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.573 [XNIO-1 task-1]  be5t2oqZS9q3phwN2Zckbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.573 [XNIO-1 task-1]  be5t2oqZS9q3phwN2Zckbg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:21.573 [XNIO-1 task-1]  be5t2oqZS9q3phwN2Zckbg DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenGetHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/refresh_token/{refreshToken}
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444, base path is set to: null
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw DEBUG com.networknt.schema.TypeValidator debug - validate( "a0332a10-7919-4032-b06f-c7506d959444", "a0332a10-7919-4032-b06f-c7506d959444", refreshToken)
23:10:21.580 [XNIO-1 task-1]  5tYc-ReHQlOWpScs8XekWw ERROR c.networknt.handler.LightHttpHandler setExchangeStatus - {"statusCode":404,"code":"ERR12029","message":"REFRESH_TOKEN_NOT_FOUND","description":"Refresh token a0332a10-7919-4032-b06f-c7506d959444 is not found.","severity":"ERROR"}
23:10:21.588 [XNIO-1 task-1]  Z83MG2W2SCutfilM4eg9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:21.588 [XNIO-1 task-1]  Z83MG2W2SCutfilM4eg9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token
23:10:21.588 [XNIO-1 task-1]  Z83MG2W2SCutfilM4eg9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/{refreshToken}
23:10:21.588 [XNIO-1 task-1]  Z83MG2W2SCutfilM4eg9gw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/refresh_token/a0332a10-7919-4032-b06f-c7506d959444
23:10:21.588 [XNIO-1 task-1]  Z83MG2W2SCutfilM4eg9gw DEBUG c.n.o.t.h.Oauth2RefreshTokenRefreshTokenDeleteHandler handleRequest - refreshToken = a0332a10-7919-4032-b06f-c7506d959444
