07:00:39.862 [XNIO-1 task-1]  IVjgpRcpS0uPIqi1rvEOyQ DEBUG com.networknt.schema.TypeValidator debug - validate( "b2d764de", "b2d764de", serviceId)
07:00:44.251 [XNIO-1 task-2]  T-Ntoi7eTJ6JH2MQPJFOZw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"a4bfc3fc","serviceName":"859045f2-474e-4429-b4a9-fd71380f","serviceDesc":"22af3553-dc95-4e7b-9129-2fd4260f8c6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:44.252 [XNIO-1 task-2]  T-Ntoi7eTJ6JH2MQPJFOZw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"a4bfc3fc","serviceName":"859045f2-474e-4429-b4a9-fd71380f","serviceDesc":"22af3553-dc95-4e7b-9129-2fd4260f8c6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"a4bfc3fc","serviceName":"859045f2-474e-4429-b4a9-fd71380f","serviceDesc":"22af3553-dc95-4e7b-9129-2fd4260f8c6c","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.265 [XNIO-1 task-2]  pP6dgzmqQReFKJ9KmATp7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.265 [XNIO-1 task-2]  pP6dgzmqQReFKJ9KmATp7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.266 [XNIO-1 task-2]  pP6dgzmqQReFKJ9KmATp7g DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.287 [XNIO-1 task-2]  REvG_DTMQQ-ahK93VdJPFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a4bfc3fc
07:00:44.287 [XNIO-1 task-2]  REvG_DTMQQ-ahK93VdJPFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.287 [XNIO-1 task-2]  REvG_DTMQQ-ahK93VdJPFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.288 [XNIO-1 task-2]  REvG_DTMQQ-ahK93VdJPFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a4bfc3fc
07:00:44.292 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.294 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.294 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.295 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.295 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.295 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.295 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:44.295 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG com.networknt.schema.TypeValidator debug - validate( "8e983a2d-c5f7-4fc4-9573-108fcc2f", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:44.296 [XNIO-1 task-2]  HCY8DVF9SYmPblRfpTeaGA DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.302 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:30effe4b-0d93-4690-b371-5560ed8d6175
07:00:44.304 [hz._hzInstance_1_dev.partition-operation.thread-5]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:30effe4b-0d93-4690-b371-5560ed8d6175
07:00:44.326 [XNIO-1 task-2]  ZXHvuSJ_RvuYpPlAUuwy0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a4bfc3fc
07:00:44.326 [XNIO-1 task-2]  ZXHvuSJ_RvuYpPlAUuwy0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.326 [XNIO-1 task-2]  ZXHvuSJ_RvuYpPlAUuwy0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.326 [XNIO-1 task-2]  ZXHvuSJ_RvuYpPlAUuwy0Q DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/a4bfc3fc
07:00:44.357 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.357 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.357 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.359 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.359 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.359 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.360 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
07:00:44.360 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG com.networknt.schema.TypeValidator debug - validate( "8e983a2d-c5f7-4fc4-9573-108fcc2f", {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
07:00:44.360 [XNIO-1 task-2]  8-8FY3vWSzWxKx9mDGaRpQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"d7f11f8d","serviceName":"8e983a2d-c5f7-4fc4-9573-108fcc2f","serviceDesc":"e70dadef-30bf-435e-9c6c-3ccb8abdd3b4","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.382 [XNIO-1 task-2]  hpWoBNlESWqJcduAm2INUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.382 [XNIO-1 task-2]  hpWoBNlESWqJcduAm2INUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.383 [XNIO-1 task-2]  hpWoBNlESWqJcduAm2INUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.383 [XNIO-1 task-2]  hpWoBNlESWqJcduAm2INUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:44.409 [XNIO-1 task-2]  7pOX4n83SKGkJzQ0VG_c0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d7f11f8d, base path is set to: null
07:00:44.409 [XNIO-1 task-2]  7pOX4n83SKGkJzQ0VG_c0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.409 [XNIO-1 task-2]  7pOX4n83SKGkJzQ0VG_c0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.410 [XNIO-1 task-2]  7pOX4n83SKGkJzQ0VG_c0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d7f11f8d, base path is set to: null
07:00:44.410 [XNIO-1 task-2]  7pOX4n83SKGkJzQ0VG_c0w DEBUG com.networknt.schema.TypeValidator debug - validate( "d7f11f8d", "d7f11f8d", serviceId)
07:00:44.414 [XNIO-1 task-2]  D_Qw3HU9TqejolILoht1EA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7f11f8d
07:00:44.414 [XNIO-1 task-2]  D_Qw3HU9TqejolILoht1EA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.414 [XNIO-1 task-2]  D_Qw3HU9TqejolILoht1EA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.414 [XNIO-1 task-2]  D_Qw3HU9TqejolILoht1EA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7f11f8d
07:00:44.418 [XNIO-1 task-2]  iI3VMbk4Rg6mN6DfWwL28w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d7f11f8d, base path is set to: null
07:00:44.418 [XNIO-1 task-2]  iI3VMbk4Rg6mN6DfWwL28w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.418 [XNIO-1 task-2]  iI3VMbk4Rg6mN6DfWwL28w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.418 [XNIO-1 task-2]  iI3VMbk4Rg6mN6DfWwL28w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/d7f11f8d, base path is set to: null
07:00:44.418 [XNIO-1 task-2]  iI3VMbk4Rg6mN6DfWwL28w DEBUG com.networknt.schema.TypeValidator debug - validate( "d7f11f8d", "d7f11f8d", serviceId)
07:00:44.422 [XNIO-1 task-2]  1Fopos3RQyCMIoYE_FDKVg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.422 [XNIO-1 task-2]  1Fopos3RQyCMIoYE_FDKVg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.422 [XNIO-1 task-2]  1Fopos3RQyCMIoYE_FDKVg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.422 [XNIO-1 task-2]  1Fopos3RQyCMIoYE_FDKVg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:44.441 [XNIO-1 task-2]  9HmekA5VTqimmlNQr6leWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7f11f8d
07:00:44.441 [XNIO-1 task-2]  9HmekA5VTqimmlNQr6leWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.441 [XNIO-1 task-2]  9HmekA5VTqimmlNQr6leWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.442 [XNIO-1 task-2]  9HmekA5VTqimmlNQr6leWA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/d7f11f8d
07:00:44.456 [XNIO-1 task-2]  Y4oBlQBrTNeKYm6OUvR8vw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.456 [XNIO-1 task-2]  Y4oBlQBrTNeKYm6OUvR8vw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.456 [XNIO-1 task-2]  Y4oBlQBrTNeKYm6OUvR8vw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.474 [XNIO-1 task-2]  z35Mo9X2QoqAmk2bBliwdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.475 [XNIO-1 task-2]  z35Mo9X2QoqAmk2bBliwdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.475 [XNIO-1 task-2]  z35Mo9X2QoqAmk2bBliwdQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.492 [XNIO-1 task-2]  sYw9jOQkSeWP5smAig8GzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2e415185, base path is set to: null
07:00:44.492 [XNIO-1 task-2]  sYw9jOQkSeWP5smAig8GzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.492 [XNIO-1 task-2]  sYw9jOQkSeWP5smAig8GzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.492 [XNIO-1 task-2]  sYw9jOQkSeWP5smAig8GzA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2e415185, base path is set to: null
07:00:44.493 [XNIO-1 task-2]  sYw9jOQkSeWP5smAig8GzA DEBUG com.networknt.schema.TypeValidator debug - validate( "2e415185", "2e415185", serviceId)
07:00:44.502 [XNIO-1 task-2]  g7-EpfRUQHmlQNIhlnK5wA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.502 [XNIO-1 task-2]  g7-EpfRUQHmlQNIhlnK5wA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.503 [XNIO-1 task-2]  g7-EpfRUQHmlQNIhlnK5wA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.518 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.519 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.519 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG com.networknt.schema.TypeValidator debug - validate( "7cba5879-f093-4f4e-98cc-2902510c90e9", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG com.networknt.schema.TypeValidator debug - validate( "c46c9553", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
07:00:44.520 [XNIO-1 task-2]  sEs6BHtlTNuh_285BCFqXw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
07:00:44.534 [XNIO-1 task-2]  sKfGq2RVTfGhSR-uY4hsyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.535 [XNIO-1 task-2]  sKfGq2RVTfGhSR-uY4hsyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.535 [XNIO-1 task-2]  sKfGq2RVTfGhSR-uY4hsyg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.535 [XNIO-1 task-2]  sKfGq2RVTfGhSR-uY4hsyg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:44.569 [XNIO-1 task-2]  JS7IgVPAS6eEc6N3IlcZxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2d1a222e
07:00:44.569 [XNIO-1 task-2]  JS7IgVPAS6eEc6N3IlcZxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.569 [XNIO-1 task-2]  JS7IgVPAS6eEc6N3IlcZxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.570 [XNIO-1 task-2]  JS7IgVPAS6eEc6N3IlcZxA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2d1a222e
07:00:44.576 [XNIO-1 task-2]  zm9M-_L4TJ65qcytgIMqBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2e415185, base path is set to: null
07:00:44.576 [XNIO-1 task-2]  zm9M-_L4TJ65qcytgIMqBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.576 [XNIO-1 task-2]  zm9M-_L4TJ65qcytgIMqBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.577 [XNIO-1 task-2]  zm9M-_L4TJ65qcytgIMqBQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/2e415185, base path is set to: null
07:00:44.577 [XNIO-1 task-2]  zm9M-_L4TJ65qcytgIMqBQ DEBUG com.networknt.schema.TypeValidator debug - validate( "2e415185", "2e415185", serviceId)
07:00:44.589 [XNIO-1 task-2]  QYmsW7aHT0KUuXzj-UVfpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.589 [XNIO-1 task-2]  QYmsW7aHT0KUuXzj-UVfpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.589 [XNIO-1 task-2]  QYmsW7aHT0KUuXzj-UVfpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.591 [XNIO-1 task-2]  QYmsW7aHT0KUuXzj-UVfpg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
07:00:44.606 [XNIO-1 task-2]  EEnVFbGOTXKzKlPSAhrQBA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.610 [XNIO-1 task-2]  EEnVFbGOTXKzKlPSAhrQBA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.610 [XNIO-1 task-2]  EEnVFbGOTXKzKlPSAhrQBA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.611 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:470ecfe1-0f1c-49b9-ab92-bc0185f1b6a2
07:00:44.612 [XNIO-1 task-2]  EEnVFbGOTXKzKlPSAhrQBA DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
07:00:44.634 [XNIO-1 task-2]  u8e4x4-QSseUSnpFv87K8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/c46c9553, base path is set to: null
07:00:44.634 [XNIO-1 task-2]  u8e4x4-QSseUSnpFv87K8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.635 [XNIO-1 task-2]  u8e4x4-QSseUSnpFv87K8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
07:00:44.635 [XNIO-1 task-2]  u8e4x4-QSseUSnpFv87K8w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/c46c9553, base path is set to: null
07:00:44.635 [XNIO-1 task-2]  u8e4x4-QSseUSnpFv87K8w DEBUG com.networknt.schema.TypeValidator debug - validate( "c46c9553", "c46c9553", serviceId)
07:00:44.646 [XNIO-1 task-2]  0LuAZpKHQESoSqCq_wstug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2d1a222e
07:00:44.646 [XNIO-1 task-2]  0LuAZpKHQESoSqCq_wstug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
07:00:44.646 [XNIO-1 task-2]  0LuAZpKHQESoSqCq_wstug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
07:00:44.646 [XNIO-1 task-2]  0LuAZpKHQESoSqCq_wstug DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/2d1a222e
07:00:44.745 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.746 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
07:00:44.746 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
07:00:44.747 [XNIO-1 task-2]  zOO7SGLvRWebXxb_GNo-9A DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"c46c9553","serviceName":"b3b7948f-2365-4243-888c-85d88bda","serviceDesc":"7cba5879-f093-4f4e-98cc-2902510c90e9","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
