16:40:09.861 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:7134a462
16:40:12.018 [XNIO-1 task-1]  UR4lHWO4T4uE94Za_Tn84w DEBUG com.networknt.schema.FormatValidator debug - validate( "f8d2ce80-b077-41a8-a6e1-ab90f33c8b34", {"password":"f8d2ce80-b077-41a8-a6e1-ab90f33c8b34","newPassword":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPasswordConfirm":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3"}, requestBody.password)
16:40:12.018 [XNIO-1 task-1]  UR4lHWO4T4uE94Za_Tn84w DEBUG com.networknt.schema.FormatValidator debug - validate( "b1eddcc0-3551-467f-9f5d-8ac6775f46b3", {"password":"f8d2ce80-b077-41a8-a6e1-ab90f33c8b34","newPassword":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPasswordConfirm":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3"}, requestBody.newPassword)
16:40:12.039 [XNIO-1 task-1]  110l6okqSL2R16tZaCwUOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.039 [XNIO-1 task-1]  110l6okqSL2R16tZaCwUOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.039 [XNIO-1 task-1]  110l6okqSL2R16tZaCwUOg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.039 [XNIO-1 task-1]  110l6okqSL2R16tZaCwUOg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:12.043 [XNIO-1 task-1]  R-ZeQP8dTkqfQW2tsVAJvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.044 [XNIO-1 task-1]  R-ZeQP8dTkqfQW2tsVAJvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.044 [XNIO-1 task-1]  R-ZeQP8dTkqfQW2tsVAJvw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/48c5b868, base path is set to: null
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/48c5b868, base path is set to: null
16:40:12.062 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG com.networknt.schema.TypeValidator debug - validate( "48c5b868", "48c5b868", userId)
16:40:12.064 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"885dc5b6-697e-4306-a156-5aea71005743","newPassword":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d","newPasswordConfirm":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d"}, {"password":"885dc5b6-697e-4306-a156-5aea71005743","newPassword":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d","newPasswordConfirm":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d"}, requestBody)
16:40:12.064 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG com.networknt.schema.TypeValidator debug - validate( "fc614e2e-794a-44ee-a5fd-1c806fc8a65d", {"password":"885dc5b6-697e-4306-a156-5aea71005743","newPassword":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d","newPasswordConfirm":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d"}, requestBody.newPasswordConfirm)
16:40:12.064 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG com.networknt.schema.TypeValidator debug - validate( "885dc5b6-697e-4306-a156-5aea71005743", {"password":"885dc5b6-697e-4306-a156-5aea71005743","newPassword":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d","newPasswordConfirm":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d"}, requestBody.password)
16:40:12.064 [XNIO-1 task-1]  zkq2VnuLRna_qPqzva5j-A DEBUG com.networknt.schema.TypeValidator debug - validate( "fc614e2e-794a-44ee-a5fd-1c806fc8a65d", {"password":"885dc5b6-697e-4306-a156-5aea71005743","newPassword":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d","newPasswordConfirm":"fc614e2e-794a-44ee-a5fd-1c806fc8a65d"}, requestBody.newPassword)
16:40:12.088 [XNIO-1 task-1]  rqlaHYE8Rwy7H1f9m1gD5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.088 [XNIO-1 task-1]  rqlaHYE8Rwy7H1f9m1gD5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.088 [XNIO-1 task-1]  rqlaHYE8Rwy7H1f9m1gD5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.095 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:efa13e5b
16:40:12.096 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:efa13e5b
16:40:12.108 [XNIO-1 task-1]  KDM7MFe0QI2UWXDpEJ7Rkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.108 [XNIO-1 task-1]  KDM7MFe0QI2UWXDpEJ7Rkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.108 [XNIO-1 task-1]  KDM7MFe0QI2UWXDpEJ7Rkg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.120 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/55be119b
16:40:12.120 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.120 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.120 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/55be119b
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, requestBody)
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, requestBody)
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG com.networknt.schema.FormatValidator debug - validate( "337a5a22-bac4-4ba9-bb29-5780c995b06a", {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, requestBody.newPasswordConfirm)
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG com.networknt.schema.FormatValidator debug - validate( "b1eddcc0-3551-467f-9f5d-8ac6775f46b3", {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, requestBody.password)
16:40:12.121 [XNIO-1 task-1]  -lCcBs9ATBuEELIXr5OQTA DEBUG com.networknt.schema.FormatValidator debug - validate( "337a5a22-bac4-4ba9-bb29-5780c995b06a", {"password":"b1eddcc0-3551-467f-9f5d-8ac6775f46b3","newPassword":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPasswordConfirm":"337a5a22-bac4-4ba9-bb29-5780c995b06a"}, requestBody.newPassword)
16:40:12.135 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:f6577b16-e3b1-48d3-b71e-fe3dc0448490
16:40:12.140 [XNIO-1 task-1]  UCLfAaa0SgyLxpq5NZtwQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/efa13e5b, base path is set to: null
16:40:12.140 [XNIO-1 task-1]  UCLfAaa0SgyLxpq5NZtwQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.140 [XNIO-1 task-1]  UCLfAaa0SgyLxpq5NZtwQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:12.140 [XNIO-1 task-1]  UCLfAaa0SgyLxpq5NZtwQw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/efa13e5b, base path is set to: null
16:40:12.140 [XNIO-1 task-1]  UCLfAaa0SgyLxpq5NZtwQw DEBUG com.networknt.schema.TypeValidator debug - validate( "efa13e5b", "efa13e5b", userId)
16:40:12.146 [XNIO-1 task-1]  igMHFc6AQROSZmbtN8d4fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/55be119b
16:40:12.146 [XNIO-1 task-1]  igMHFc6AQROSZmbtN8d4fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.146 [XNIO-1 task-1]  igMHFc6AQROSZmbtN8d4fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.146 [XNIO-1 task-1]  igMHFc6AQROSZmbtN8d4fQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/55be119b
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/efa13e5b, base path is set to: null
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/password/{userId}
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/password/efa13e5b, base path is set to: null
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG com.networknt.schema.TypeValidator debug - validate( "efa13e5b", "efa13e5b", userId)
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG c.networknt.schema.RequiredValidator debug - validate( {"password":"e66b6e09-8841-4b58-9091-555168339a45","newPassword":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPasswordConfirm":"55e62732-f02a-4bb7-8fec-01ab45fca87d"}, {"password":"e66b6e09-8841-4b58-9091-555168339a45","newPassword":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPasswordConfirm":"55e62732-f02a-4bb7-8fec-01ab45fca87d"}, requestBody)
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG com.networknt.schema.TypeValidator debug - validate( "55e62732-f02a-4bb7-8fec-01ab45fca87d", {"password":"e66b6e09-8841-4b58-9091-555168339a45","newPassword":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPasswordConfirm":"55e62732-f02a-4bb7-8fec-01ab45fca87d"}, requestBody.newPasswordConfirm)
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG com.networknt.schema.TypeValidator debug - validate( "e66b6e09-8841-4b58-9091-555168339a45", {"password":"e66b6e09-8841-4b58-9091-555168339a45","newPassword":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPasswordConfirm":"55e62732-f02a-4bb7-8fec-01ab45fca87d"}, requestBody.password)
16:40:12.152 [XNIO-1 task-1]  yoBXl-rVQNm0WYt3ymJk8A DEBUG com.networknt.schema.TypeValidator debug - validate( "55e62732-f02a-4bb7-8fec-01ab45fca87d", {"password":"e66b6e09-8841-4b58-9091-555168339a45","newPassword":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPasswordConfirm":"55e62732-f02a-4bb7-8fec-01ab45fca87d"}, requestBody.newPassword)
16:40:12.162 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore store - Store:9b2ab305
16:40:12.164 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:efa13e5b
16:40:12.174 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:aa62d50d-1ce7-4065-9e3f-8827fda6db5a
16:40:12.177 [XNIO-1 task-1]  rEYLSLQOToOO0QbHbosdiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.177 [XNIO-1 task-1]  rEYLSLQOToOO0QbHbosdiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.177 [XNIO-1 task-1]  rEYLSLQOToOO0QbHbosdiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.188 [hz._hzInstance_1_dev.partition-operation.thread-2]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:aa62d50d-1ce7-4065-9e3f-8827fda6db5a
16:40:12.191 [XNIO-1 task-1]  tcm9AlClTsuRy4O5sRvLgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.191 [XNIO-1 task-1]  tcm9AlClTsuRy4O5sRvLgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.191 [XNIO-1 task-1]  tcm9AlClTsuRy4O5sRvLgQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.192 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:efa13e5b
16:40:12.199 [XNIO-1 task-1]  KdpUmLpGQ9WQyGh4rwoaiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/55be119b, base path is set to: null
16:40:12.199 [XNIO-1 task-1]  KdpUmLpGQ9WQyGh4rwoaiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.199 [XNIO-1 task-1]  KdpUmLpGQ9WQyGh4rwoaiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:12.199 [XNIO-1 task-1]  KdpUmLpGQ9WQyGh4rwoaiA DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/55be119b, base path is set to: null
16:40:12.199 [XNIO-1 task-1]  KdpUmLpGQ9WQyGh4rwoaiA DEBUG com.networknt.schema.TypeValidator debug - validate( "55be119b", "55be119b", userId)
16:40:12.205 [XNIO-1 task-1]  WL-8qLWSRV-sBh7Kid7ByQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/48c5b868
16:40:12.205 [XNIO-1 task-1]  WL-8qLWSRV-sBh7Kid7ByQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.205 [XNIO-1 task-1]  WL-8qLWSRV-sBh7Kid7ByQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.205 [XNIO-1 task-1]  WL-8qLWSRV-sBh7Kid7ByQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/48c5b868
16:40:12.209 [XNIO-1 task-1]  sPIgUbFiQxq6nT1dhwFbXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/55be119b, base path is set to: null
16:40:12.209 [XNIO-1 task-1]  sPIgUbFiQxq6nT1dhwFbXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.209 [XNIO-1 task-1]  sPIgUbFiQxq6nT1dhwFbXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user/{userId}
16:40:12.209 [XNIO-1 task-1]  sPIgUbFiQxq6nT1dhwFbXg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user/55be119b, base path is set to: null
16:40:12.210 [XNIO-1 task-1]  sPIgUbFiQxq6nT1dhwFbXg DEBUG com.networknt.schema.TypeValidator debug - validate( "55be119b", "55be119b", userId)
16:40:12.213 [XNIO-1 task-1]  sAqc5uDTSiC3VNBnYp9yiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.213 [XNIO-1 task-1]  sAqc5uDTSiC3VNBnYp9yiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.213 [XNIO-1 task-1]  sAqc5uDTSiC3VNBnYp9yiQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.213 [XNIO-1 task-1]  sAqc5uDTSiC3VNBnYp9yiQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:12.218 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/55be119b
16:40:12.218 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.218 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.218 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/55be119b
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, requestBody)
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, requestBody)
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG com.networknt.schema.FormatValidator debug - validate( "f8366f51-796d-4658-b02d-b099db2f63f3", {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, requestBody.newPasswordConfirm)
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG com.networknt.schema.FormatValidator debug - validate( "337a5a22-bac4-4ba9-bb29-5780c995b06a", {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, requestBody.password)
16:40:12.219 [XNIO-1 task-1]  ZtOvbnRuRni2SvY5bU_ccw DEBUG com.networknt.schema.FormatValidator debug - validate( "f8366f51-796d-4658-b02d-b099db2f63f3", {"password":"337a5a22-bac4-4ba9-bb29-5780c995b06a","newPassword":"f8366f51-796d-4658-b02d-b099db2f63f3","newPasswordConfirm":"f8366f51-796d-4658-b02d-b099db2f63f3"}, requestBody.newPassword)
16:40:12.233 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:5a9b22a5-fead-475f-bc22-3838a87aaa82
16:40:12.239 [XNIO-1 task-1]  myq6qq_JQnmNG59HK_YKow DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.239 [XNIO-1 task-1]  myq6qq_JQnmNG59HK_YKow DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/user
16:40:12.240 [XNIO-1 task-1]  myq6qq_JQnmNG59HK_YKow DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/user, base path is set to: null
16:40:12.240 [XNIO-1 task-1]  myq6qq_JQnmNG59HK_YKow DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:12.246 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore delete - Delete:5a9b22a5-fead-475f-bc22-3838a87aaa82
16:40:12.250 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/efa13e5b
16:40:12.250 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.250 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.250 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/{userId}
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/password/efa13e5b
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG com.networknt.schema.TypeValidator debug - validate( {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, requestBody)
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG c.n.schema.PropertiesValidator debug - validate( {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, requestBody)
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG com.networknt.schema.FormatValidator debug - validate( "898e1f62-aaf4-4294-9260-8a13e0a041a9", {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, requestBody.newPasswordConfirm)
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG com.networknt.schema.TypeValidator debug - validate( "55e62732-f02a-4bb7-8fec-01ab45fca87d", {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, requestBody.password)
16:40:12.251 [XNIO-1 task-1]  CqWPZhrmQiKsmZbS0HpaBw DEBUG com.networknt.schema.TypeValidator debug - validate( "898e1f62-aaf4-4294-9260-8a13e0a041a9", {"password":"55e62732-f02a-4bb7-8fec-01ab45fca87d","newPassword":"898e1f62-aaf4-4294-9260-8a13e0a041a9","newPasswordConfirm":"898e1f62-aaf4-4294-9260-8a13e0a041a9"}, requestBody.newPassword)
16:40:12.257 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:5a9b22a5-fead-475f-bc22-3838a87aaa82
16:40:12.265 [hz._hzInstance_1_dev.partition-operation.thread-1]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:efa13e5b
16:40:12.273 [XNIO-1 task-1]  wvdgaR83Tf-Qy3rSI4O6Yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/55be119b
16:40:12.273 [XNIO-1 task-1]  wvdgaR83Tf-Qy3rSI4O6Yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user
16:40:12.273 [XNIO-1 task-1]  wvdgaR83Tf-Qy3rSI4O6Yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/{userId}
16:40:12.273 [XNIO-1 task-1]  wvdgaR83Tf-Qy3rSI4O6Yg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/user/55be119b
16:40:12.432 [hz._hzInstance_1_dev.partition-operation.thread-4]   DEBUG c.n.oauth.cache.RefreshTokenMapStore store - Store:abc0d696-4e68-4e72-870e-63d7956a0488
