09:00:41.004 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:815aa1f2
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:44.679 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:44.690 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:44.690 [XNIO-1 task-1]  bv5u2DtJRYiwWMhouCAS1A DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:44.709 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.709 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:44.709 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.709 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG com.networknt.schema.TypeValidator debug - validate( "Na6dDZ3tBYMVeJpf2k8tKRRq3Bb3RkQCHGd75ccUX4I", "Na6dDZ3tBYMVeJpf2k8tKRRq3Bb3RkQCHGd75ccUX4I", code_challenge)
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:44.710 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:44.718 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:44.718 [XNIO-1 task-1]  8Xfs-I3CS8-NflvQONxaKw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:44.755 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.755 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:44.755 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.755 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG com.networknt.schema.TypeValidator debug - validate( "dc222341-2e27-4f1d-8e03-7d33d08d3236", "dc222341-2e27-4f1d-8e03-7d33d08d3236", client_id)
09:00:44.755 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.756 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:44.756 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:44.756 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:44.756 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:44.769 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:44.769 [XNIO-1 task-1]  nSss9DNaRsCUd8F97UIyLQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:44.780 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.780 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:44.781 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.781 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG com.networknt.schema.TypeValidator debug - validate( "dc222341-2e27-4f1d-8e03-7d33d08d3236", "dc222341-2e27-4f1d-8e03-7d33d08d3236", client_id)
09:00:44.781 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.781 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:63453920-ece0-47fe-b25e-61b0bb375ebf
09:00:44.782 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:44.782 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:44.782 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:44.784 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ClientMapStore store - Store:63453920-ece0-47fe-b25e-61b0bb375ebf
09:00:44.791 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:44.791 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:44.803 [XNIO-1 task-1]  rRkW1BWGSeCfSXtAfGmxZg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=5cOaNvYkTjeSiJHjyu_B_g
09:00:44.820 [hz._hzInstance_1_dev.partition-operation.thread-11]   DEBUG c.n.oauth.cache.RefreshTokenMapStore load - Load:322067a7-ca67-4aa3-b630-f24c6cf73bcb
09:00:44.830 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:b7ecea5d
09:00:44.832 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.832 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.832 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.832 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "ce746164-9352-48e3-b808-13f7beefc377", "ce746164-9352-48e3-b808-13f7beefc377", client_id)
09:00:44.833 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:44.833 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:44.833 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:44.833 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:44.833 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:44.838 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.839 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:44.840 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.840 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG com.networknt.schema.TypeValidator debug - validate( "8315cf01-e91c-4ec5-bebd-79faef8b6039", "8315cf01-e91c-4ec5-bebd-79faef8b6039", client_id)
09:00:44.840 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.841 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:44.841 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:44.841 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:44.843 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:44.846 [hz._hzInstance_1_dev.partition-operation.thread-0]   DEBUG c.n.oauth.cache.ServiceMapStore delete - Delete:b7ecea5d
09:00:44.847 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:44.847 [XNIO-1 task-1]  EZ5HkagOTkGWTVhnxZrCUQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:44.852 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:44.852 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:44.853 [XNIO-1 task-2]  Xqs7ZUWbQKiQPB0u7lcA0g DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=PFPQXW0CTguN0oaoTY44Xw
09:00:44.885 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.885 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.885 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.885 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:44.885 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:44.886 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:44.886 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:44.886 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:44.901 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:44.902 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:44.905 [hz._hzInstance_1_dev.partition-operation.thread-12]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:b0633b6f
09:00:44.907 [XNIO-1 task-2]  YTP64DKpRdi6vKOCrhMBFw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=O0kg879aRfWR2tAnhk2MRw
09:00:44.917 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.917 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:44.917 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:44.918 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG com.networknt.schema.TypeValidator debug - validate( "46c127ea-5608-48a9-8c7d-a14ab59596d9", "46c127ea-5608-48a9-8c7d-a14ab59596d9", client_id)
09:00:44.927 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:44.927 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:44.927 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:44.927 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:44.927 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:44.935 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:44.935 [XNIO-1 task-2]  r6TihCZ8R_6WexSkazyUZg DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:44.943 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:64db91e2
09:00:44.945 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:64db91e2
09:00:44.975 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.975 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.975 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.976 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG com.networknt.schema.TypeValidator debug - validate( "8abc872a-a9e8-48ef-8035-d514e8a14e8b", "8abc872a-a9e8-48ef-8035-d514e8a14e8b", client_id)
09:00:44.976 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:44.976 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:44.976 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:44.976 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:44.981 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore store - Store:64db91e2
09:00:44.981 [hz._hzInstance_1_dev.partition-operation.thread-3]   DEBUG c.networknt.oauth.cache.UserMapStore load - Load:64db91e2
09:00:44.991 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG io.undertow.request.security authenticationComplete - Authenticated as admin, roles [admin, user]
09:00:44.992 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG io.undertow.request.security authTransition - Authentication result was AUTHENTICATED for /oauth2/code
09:00:44.995 [XNIO-1 task-2]  k8xUkOH8RneuqKGxqZGwNw DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=2cVdI9g3RZiin-r1NrVpRA
09:00:44.996 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.996 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.996 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
09:00:44.997 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG com.networknt.schema.TypeValidator debug - validate( "code", "code", response_type)
09:00:44.997 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG com.networknt.schema.TypeValidator debug - validate( "http://localhost:8080/authorization", "http://localhost:8080/authorization", redirect_uri)
09:00:44.997 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG io.undertow.request.security handleRequest - Setting authentication required for exchange HttpServerExchange{ GET /oauth2/code}
09:00:44.997 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG io.undertow.request.security transition - Authentication outcome was NOT_ATTEMPTED with method com.networknt.oauth.security.LightGSSAPIAuthenticationMechanism@4633c5db for /oauth2/code
09:00:45.000 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG c.n.o.security.LightIdentityManager verify - LightPasswordCredential with clientAuthClass = null
09:00:45.001 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.003 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.003 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.004 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG com.networknt.schema.TypeValidator debug - validate( "ruY_Jk851TfU54_-tWiosRCYDliJQ6V6owSSPDLqJTE", "ruY_Jk851TfU54_-tWiosRCYDliJQ6V6owSSPDLqJTE", code_challenge)
09:00:45.004 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.004 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.004 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.004 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.005 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.005 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.012 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.013 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.017 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.017 [XNIO-1 task-2]  YGrSiKXNQuSV_ABN5wqcew DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.018 [XNIO-1 task-1]  86NxcSFFQdao7YThGXqS5w DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - redirectUri = http://localhost:8080/authorization?code=GOGcgd8CSA2RkHktrNrB7A
09:00:45.028 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.029 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/code
09:00:45.029 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/code, base path is set to: null
09:00:45.029 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "zV1S91Sbi__ymJuYM3jVrGUBQFLS3TFWiWlGk2q-WFM", "zV1S91Sbi__ymJuYM3jVrGUBQFLS3TFWiWlGk2q-WFM", code_challenge)
09:00:45.029 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "S256", "S256", code_challenge_method)
09:00:45.030 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG com.networknt.schema.EnumValidator debug - validate( "code", "code", response_type)
09:00:45.030 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG com.networknt.schema.TypeValidator debug - validate( "Basic YWRtaW46MTIzNDU2", "Basic YWRtaW46MTIzNDU2", Authorization)
09:00:45.031 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG io.undertow.request.security authenticate - Attempting to authenticate /oauth2/code, authentication required: true
09:00:45.031 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.o.s.LightBasicAuthenticationMechanism authenticate - Found basic auth header %s (decoded using charset %s) in %s
09:00:45.031 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.o.security.LightIdentityManager verify - Get Authenticator implementation from service factory with clazz = interface com.networknt.oauth.auth.DefaultAuth
09:00:45.032 [hz._hzInstance_1_dev.partition-operation.thread-15]   DEBUG c.n.oauth.cache.ClientMapStore load - Load:e89f5625-428d-4d97-a973-d8ce08db86f1
09:00:45.038 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG io.undertow.request.security transition - Authentication outcome was AUTHENTICATED with method com.networknt.oauth.security.LightBasicAuthenticationMechanism@5ba44ccb for /oauth2/code
09:00:45.039 [XNIO-1 task-2]  CQyCOVxaTb6SLtmHZ5YwjQ DEBUG c.n.o.c.handler.Oauth2CodeGetHandler handleRequest - params
09:00:45.042 [XNIO-1 task-1]  uDNXIy6pRQ6vO--YsOpGNQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/code
