16:40:50.940 [XNIO-1 task-2]  w36eAxhJTze5C9rp4bvKvA DEBUG com.networknt.schema.TypeValidator debug - validate( "e65c6856", "e65c6856", serviceId)
16:40:52.782 [XNIO-1 task-2]  0okkxNSTTHy_ohv2imaXRw DEBUG com.networknt.schema.TypeValidator debug - validate( "8f8d9720-2b29-4d7f-b10a-28c617d40833", {"serviceType":"swagger","serviceId":"96d7fbab","serviceName":"fb2d7357-381d-4d18-ad58-c11e419b","serviceDesc":"8f8d9720-2b29-4d7f-b10a-28c617d40833","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:52.782 [XNIO-1 task-2]  0okkxNSTTHy_ohv2imaXRw DEBUG com.networknt.schema.TypeValidator debug - validate( "96d7fbab", {"serviceType":"swagger","serviceId":"96d7fbab","serviceName":"fb2d7357-381d-4d18-ad58-c11e419b","serviceDesc":"8f8d9720-2b29-4d7f-b10a-28c617d40833","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:52.782 [XNIO-1 task-2]  0okkxNSTTHy_ohv2imaXRw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"96d7fbab","serviceName":"fb2d7357-381d-4d18-ad58-c11e419b","serviceDesc":"8f8d9720-2b29-4d7f-b10a-28c617d40833","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:52.782 [XNIO-1 task-2]  0okkxNSTTHy_ohv2imaXRw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"96d7fbab","serviceName":"fb2d7357-381d-4d18-ad58-c11e419b","serviceDesc":"8f8d9720-2b29-4d7f-b10a-28c617d40833","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"96d7fbab","serviceName":"fb2d7357-381d-4d18-ad58-c11e419b","serviceDesc":"8f8d9720-2b29-4d7f-b10a-28c617d40833","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.788 [XNIO-1 task-2]  JrGR__yIRa-RShYPN8wmQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/06f42d7e
16:40:52.788 [XNIO-1 task-2]  JrGR__yIRa-RShYPN8wmQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.788 [XNIO-1 task-2]  JrGR__yIRa-RShYPN8wmQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:52.788 [XNIO-1 task-2]  JrGR__yIRa-RShYPN8wmQg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/06f42d7e
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:52.791 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG com.networknt.schema.TypeValidator debug - validate( "65823ab5-3145-4954-ba4e-d219996f", {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:52.792 [XNIO-1 task-2]  Ovc71Lm6S2iY8mmJj3CG0w DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"2371ad1c","serviceName":"65823ab5-3145-4954-ba4e-d219996f","serviceDesc":"667cbfab-1d9e-4741-904a-04207bcb951f","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.797 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.797 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.797 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.797 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG com.networknt.schema.TypeValidator debug - validate( {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.797 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG c.n.schema.PropertiesValidator debug - validate( {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.798 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG com.networknt.schema.EnumValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:52.798 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG com.networknt.schema.TypeValidator debug - validate( "read write", {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.scope)
16:40:52.798 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG com.networknt.schema.TypeValidator debug - validate( "c9ce1da6-ce5c-48f0-b013-d1483f0e", {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceName)
16:40:52.798 [XNIO-1 task-2]  hm9ZbnmURM-pDwcCTNBZfQ DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"b3d68239","serviceName":"c9ce1da6-ce5c-48f0-b013-d1483f0e","serviceDesc":"14ad165e-cf29-4f6a-b308-750eb857d891","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.803 [XNIO-1 task-2]  sX0onZ0XSW-Tou4O6AsoHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.803 [XNIO-1 task-2]  sX0onZ0XSW-Tou4O6AsoHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.804 [XNIO-1 task-2]  sX0onZ0XSW-Tou4O6AsoHg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.804 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:6df715fc
16:40:52.805 [hz._hzInstance_1_dev.partition-operation.thread-7]   DEBUG c.n.oauth.cache.ServiceMapStore load - Load:6df715fc
16:40:52.810 [XNIO-1 task-2]  4bUeG7CfSdSiwYHkT1dmRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.810 [XNIO-1 task-2]  4bUeG7CfSdSiwYHkT1dmRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.811 [XNIO-1 task-2]  4bUeG7CfSdSiwYHkT1dmRA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.818 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.818 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.818 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.818 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.818 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
16:40:52.819 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG com.networknt.schema.TypeValidator debug - validate( "4a685e08-c214-47b8-8c5b-eff637604b47", {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceDesc)
16:40:52.819 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG com.networknt.schema.TypeValidator debug - validate( "4b72af5b", {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceId)
16:40:52.819 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG com.networknt.schema.TypeValidator debug - validate( "admin", {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.ownerId)
16:40:52.819 [XNIO-1 task-2]  vGssm9hJQyy9JplvUZu5Jw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"4b72af5b","serviceName":"057e3d42-0797-4b6e-a2ce-eff0aeda","serviceDesc":"4a685e08-c214-47b8-8c5b-eff637604b47","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:52.829 [XNIO-1 task-2]  3g_QLyznTEixd9NQHRudpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.829 [XNIO-1 task-2]  3g_QLyznTEixd9NQHRudpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.829 [XNIO-1 task-2]  3g_QLyznTEixd9NQHRudpg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.830 [XNIO-1 task-2]  3g_QLyznTEixd9NQHRudpg DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:52.858 [XNIO-1 task-2]  MEuMKt29QCysRLVEC1mxnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.858 [XNIO-1 task-2]  MEuMKt29QCysRLVEC1mxnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.858 [XNIO-1 task-2]  MEuMKt29QCysRLVEC1mxnA DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.858 [XNIO-1 task-2]  MEuMKt29QCysRLVEC1mxnA DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:52.864 [XNIO-1 task-2]  87Tc0ftSTvSeEsCpWmNPtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.864 [XNIO-1 task-2]  87Tc0ftSTvSeEsCpWmNPtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.864 [XNIO-1 task-2]  87Tc0ftSTvSeEsCpWmNPtQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.864 [XNIO-1 task-2]  87Tc0ftSTvSeEsCpWmNPtQ DEBUG com.networknt.schema.FormatValidator debug - validate( "1", "1", page)
16:40:52.875 [XNIO-1 task-2]  VJUp5up8SNCvk57VUrXqTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/efe100c5
16:40:52.875 [XNIO-1 task-2]  VJUp5up8SNCvk57VUrXqTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:52.875 [XNIO-1 task-2]  VJUp5up8SNCvk57VUrXqTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:52.875 [XNIO-1 task-2]  VJUp5up8SNCvk57VUrXqTQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/efe100c5
16:40:52.904 [XNIO-1 task-2]  HyGbTyE6T2uNZJ7aAFPb5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.904 [XNIO-1 task-2]  HyGbTyE6T2uNZJ7aAFPb5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.904 [XNIO-1 task-2]  HyGbTyE6T2uNZJ7aAFPb5g DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.904 [XNIO-1 task-2]  HyGbTyE6T2uNZJ7aAFPb5g DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:52.957 [XNIO-1 task-2]  irD5XmzSRg-a2GY7DAeACg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:52.957 [XNIO-1 task-2]  irD5XmzSRg-a2GY7DAeACg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:52.957 [XNIO-1 task-2]  irD5XmzSRg-a2GY7DAeACg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.073 [XNIO-1 task-2]  tG-YNaV-T_6Qm2u8wX12QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/efe100c5, base path is set to: null
16:40:53.073 [XNIO-1 task-2]  tG-YNaV-T_6Qm2u8wX12QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.073 [XNIO-1 task-2]  tG-YNaV-T_6Qm2u8wX12QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:53.073 [XNIO-1 task-2]  tG-YNaV-T_6Qm2u8wX12QQ DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/efe100c5, base path is set to: null
16:40:53.073 [XNIO-1 task-2]  tG-YNaV-T_6Qm2u8wX12QQ DEBUG com.networknt.schema.TypeValidator debug - validate( "efe100c5", "efe100c5", serviceId)
16:40:53.081 [XNIO-1 task-2]  EADOadFFSW-XHfQYguFh9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.081 [XNIO-1 task-2]  EADOadFFSW-XHfQYguFh9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.081 [XNIO-1 task-2]  EADOadFFSW-XHfQYguFh9A DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.089 [XNIO-1 task-2]  kZuP_muFSx6RdlKEyFk4GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.089 [XNIO-1 task-2]  kZuP_muFSx6RdlKEyFk4GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.090 [XNIO-1 task-2]  kZuP_muFSx6RdlKEyFk4GQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.097 [XNIO-1 task-2]  wS-7dMIuTgmdyaw9jE8BKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/95cd7700
16:40:53.097 [XNIO-1 task-2]  wS-7dMIuTgmdyaw9jE8BKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.097 [XNIO-1 task-2]  wS-7dMIuTgmdyaw9jE8BKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:53.098 [XNIO-1 task-2]  wS-7dMIuTgmdyaw9jE8BKQ DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/95cd7700
16:40:53.111 [XNIO-1 task-2]  yGPxNmrwTvGTl0UlX9-3lw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/560fcf6b, base path is set to: null
16:40:53.111 [XNIO-1 task-2]  yGPxNmrwTvGTl0UlX9-3lw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.111 [XNIO-1 task-2]  yGPxNmrwTvGTl0UlX9-3lw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:53.111 [XNIO-1 task-2]  yGPxNmrwTvGTl0UlX9-3lw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/560fcf6b, base path is set to: null
16:40:53.112 [XNIO-1 task-2]  yGPxNmrwTvGTl0UlX9-3lw DEBUG com.networknt.schema.TypeValidator debug - validate( "560fcf6b", "560fcf6b", serviceId)
16:40:53.120 [XNIO-1 task-2]  CKi4t3B1S72rOcxS1Vo_Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7d42185e
16:40:53.120 [XNIO-1 task-2]  CKi4t3B1S72rOcxS1Vo_Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.120 [XNIO-1 task-2]  CKi4t3B1S72rOcxS1Vo_Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/{serviceId}
16:40:53.120 [XNIO-1 task-2]  CKi4t3B1S72rOcxS1Vo_Xg DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service/7d42185e
16:40:53.123 [XNIO-1 task-2]  Rs6rmYMrQgGVU04csqk8kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.124 [XNIO-1 task-2]  Rs6rmYMrQgGVU04csqk8kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.124 [XNIO-1 task-2]  Rs6rmYMrQgGVU04csqk8kw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.124 [XNIO-1 task-2]  Rs6rmYMrQgGVU04csqk8kw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.129 [XNIO-1 task-2]  d6Jhhkp1TiWh50oS2TF-7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.129 [XNIO-1 task-2]  d6Jhhkp1TiWh50oS2TF-7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.129 [XNIO-1 task-2]  d6Jhhkp1TiWh50oS2TF-7A DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.130 [XNIO-1 task-2]  d6Jhhkp1TiWh50oS2TF-7A DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.136 [XNIO-1 task-2]  aH2UX-gqT0iW65amlpHXuw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.136 [XNIO-1 task-2]  aH2UX-gqT0iW65amlpHXuw DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.136 [XNIO-1 task-2]  aH2UX-gqT0iW65amlpHXuw DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.136 [XNIO-1 task-2]  aH2UX-gqT0iW65amlpHXuw DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.143 [XNIO-1 task-2]  Gf5NsS-RShymI_YuDbBjwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.143 [XNIO-1 task-2]  Gf5NsS-RShymI_YuDbBjwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.143 [XNIO-1 task-2]  Gf5NsS-RShymI_YuDbBjwg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service, base path is set to: null
16:40:53.143 [XNIO-1 task-2]  Gf5NsS-RShymI_YuDbBjwg DEBUG com.networknt.schema.TypeValidator debug - validate( "1", "1", page)
16:40:53.148 [XNIO-1 task-2]  Kcz0GX4cQqCpULk75Txtqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/785aec0d, base path is set to: null
16:40:53.148 [XNIO-1 task-2]  Kcz0GX4cQqCpULk75Txtqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service
16:40:53.148 [XNIO-1 task-2]  Kcz0GX4cQqCpULk75Txtqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path =/oauth2/service/{serviceId}
16:40:53.148 [XNIO-1 task-2]  Kcz0GX4cQqCpULk75Txtqg DEBUG c.n.openapi.ApiNormalisedPath <init> - path = /oauth2/service/785aec0d, base path is set to: null
16:40:53.149 [XNIO-1 task-2]  Kcz0GX4cQqCpULk75Txtqg DEBUG com.networknt.schema.TypeValidator debug - validate( "785aec0d", "785aec0d", serviceId)
16:40:53.153 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.153 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.153 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG c.n.openapi.ApiNormalisedPath <init> - normalised = /oauth2/service
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG c.networknt.schema.RequiredValidator debug - validate( {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody)
16:40:53.154 [XNIO-1 task-2]  XkvF8FnSS-O7xfDgJJeuyw DEBUG com.networknt.schema.TypeValidator debug - validate( "swagger", {"serviceType":"swagger","serviceId":"6d24415a","serviceName":"f718b7ab-2356-4f08-90c7-4acd100d","serviceDesc":"74d261af-7ddd-4a3f-85cb-e60936faf046","scope":"read write","ownerId":"admin","host":"lightapi.net"}, requestBody.serviceType)
